Year,Tm,Player,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,OWS/48,DWS/48,Shot%,Team Mar,Team MP,Team Gm,Year 3PAr,Team TS%,Tm USG,Tm TS W/O Plyr,Reb/Vers,Defense,Val/Shot,Offense,MPG + Int,RAW SPM,%Min,RAW Contrib,Tm Sum,Tm Adj,BPM,StdErr,Contrib,VORP,Reb/Vers,Val/Shot,Offense,Defense,MPG,Raw OBPM,Contrib,Tm Ortg,Tm Sum,Tm Adj,Tm DRtg,OBPM,OStdErr,Ocontrib,OVORP,DBPM,DStdErr,Dcontrib,DVORP,Sum SPM,%Min,MPG,ReMPG,BPM,Contrib,VORP,VORP-Gm,O-BPM,Ocontrib,OVORP,"OVORP
Gm",D-BPM,Dcontrib,DVORP,"DVORP
Gm",Exp BPM,"TrueTalent
BPM","Exp%
Min","TrueTalent
VORP",TrueTimeVORP,WORP,O-WORP,D-WORP,Adjusted WORP,Estimated Position,BBRef Pos,Age on Feb 1,Yrs Experience,Height,Weight,Rounded Position,Rounded Age,Playoffs
2016,TOR,Kyle Lowry,29,7,242,20.7,0.549,0.384,0.404,2.8,13,8,32.2,3.3,1.4,16.5,24.9,0.5,0.4,1,0.189,4.9,2.4,7.3,0.6,0.104,0.085,20.8,4.54,1679,7,0.275,0.523,28571,0.518,4.01,1.94,0.43,-1.07,0.68,5.57,0.72,4.01,-3.26,1.74,7.3,3.2,5.3,6.7,1.1,0.5,2,0.6,0.4,4.6,3.3,0.2,-0.8,0.2,3.9,4.8,2.1,3.5,4.7,2.5,2.4,1.8,2,2.3,0.7,34.6,22,7.3,5.3,6.7,6.7,4.8,3.5,4.7,4.7,2.5,1.8,2,2,-0.2,2.2,0.73,3.1,6.7,18.1,12.6,5.5,18.2,1,1,29.86,9,72,205,1,30,Y
2016,CHI,Pau Gasol,35,8,242,19.8,0.488,0.048,0.19,6.7,22.6,15.1,10.8,1.4,5.3,7.3,22.3,0.2,0.5,0.8,0.15,-1.5,3.8,2.3,0.3,0.045,0.105,20.7,1.36,1969,8,0.275,0.521,34147,0.527,0.65,1.63,-0.17,-1.17,0.46,1.57,0.62,0.96,-2.09,0.75,2.3,3.2,1.4,2.7,0.1,0.1,-1.1,-0.3,0.2,-0.9,-0.5,-2.4,0.1,-0.6,4.1,-1.5,2.1,-0.9,0.1,3.8,2.4,2.3,2.5,-5.3,0.6,30.3,20.2,2.3,1.4,2.7,2.7,-1.5,-0.9,0.1,0.1,3.8,2.3,2.5,2.5,-1.1,0,0.51,1,2.2,7.2,0.4,6.8,6,5,5,35.57,14,84,250,5,36,N
2016,PHO,Eric Bledsoe,26,7,241,22.9,0.541,0.213,0.361,0.8,9.3,5,31.7,2.9,1.7,12.4,27.5,0.6,0.3,0.9,0.184,3.9,1.5,5.4,0.5,0.122,0.062,24.1,1.64,1679,7,0.275,0.513,28660,0.505,1.82,1.6,0.38,-0.14,0.67,3.95,0.72,2.84,-5.36,1.47,5.4,3.2,3.9,5.3,0.3,0.5,2.9,0.4,0.4,4.4,3.2,-1.9,-1.8,-0.1,1.9,4.3,2.1,3.1,4.3,1.1,2.4,0.8,1,3.2,0.7,34.4,21.9,5.4,3.9,5.3,5.3,4.3,3.1,4.3,4.3,1.1,0.8,1,1,-0.7,1.3,0.7,2.3,5.2,14.4,11.7,2.7,14,1,1,26.15,5,73,190,1,26,N
2016,CLE,LeBron James,31,7,241,26.8,0.529,0.184,0.333,2.3,17.7,10.3,34.9,3.1,1,10,33,0.6,0.5,1.2,0.231,5.5,2.8,8.3,0.6,0.125,0.106,29.7,6.5,1680,7,0.275,0.54,29331,0.543,5.35,1.48,0.33,-0.64,0.67,6.87,0.72,4.92,0.62,1.44,8.3,3.2,6,7.4,1.2,0.4,3,0.5,0.4,5.5,3.9,4.7,4.7,0.2,5.2,5.7,2.1,4.1,5.3,2.6,2.4,1.9,2.1,3,0.7,34.4,21.9,8.3,6,7.4,7.4,5.7,4.1,5.3,5.3,2.6,1.9,2.1,2.1,0,2.7,0.73,3.4,7.5,20,14.3,5.7,20.2,2.9,3,31.09,12,80,250,3,31,Y
2016,OKC,Serge Ibaka,26,7,241,15.1,0.5,0.074,0.111,9.9,16.8,13.5,5.2,0.6,5.4,10.5,16.5,0.3,0.2,0.5,0.099,-0.1,0.3,0.2,0.1,0.059,0.04,14.8,6.53,1729,7,0.275,0.568,29240,0.577,-1.28,0.68,-0.34,-0.54,0.67,-0.47,0.7,-0.33,4.41,0.68,0.2,3.2,0.2,1.5,0.4,0,-2.5,-0.6,0.4,-2.3,-1.6,8.1,1.8,1.6,-2.7,-0.8,2.1,-0.5,0.7,1,2.4,0.7,0.9,-1.7,0.7,34.4,21.9,0.2,0.2,1.5,1.5,-0.8,-0.5,0.7,0.7,1,0.7,0.9,0.9,0,0.1,0.52,1.1,1.2,4.2,1.8,2.4,3.1,4.5,4,26.37,6,82,245,4,26,Y
2016,ORL,Tobias Harris,23,8,240,16.7,0.531,0.204,0.306,9.3,19,14.3,12,0.8,1.1,13.9,23.4,0.3,0.3,0.6,0.114,0.1,-0.2,-0.1,0.1,0.057,0.057,20.1,-2.11,1994,8,0.275,0.514,34110,0.511,1.74,-1.35,0.01,-0.33,0.44,0.49,0.6,0.3,0.55,-0.62,-0.1,3.2,-0.1,1.1,1.1,0.3,-0.1,-0.3,0.2,1.3,0.8,-2.5,0.7,-0.7,2,0.6,2.1,0.3,1.4,-0.7,2.4,-0.4,-0.2,1.2,0.6,30,20,-0.1,-0.1,1.1,1.1,0.6,0.3,1.4,1.4,-0.7,-0.4,-0.2,-0.2,-1.6,-1.1,0.34,0.3,0.6,3.1,3.7,-0.6,1.7,3.8,4,23.55,4,81,235,4,24,N
2016,GSW,Harrison Barnes,23,8,238,15.1,0.548,0.313,0.277,4.6,13.4,9.3,12.1,1,0.3,7.9,17.7,0.6,0.4,0.9,0.187,0.8,0.3,1.1,0.2,0.114,0.073,16.3,14.55,1921,8,0.275,0.571,33493,0.574,0.22,-1.53,-0.05,0.65,0.41,-0.25,0.62,-0.15,10.63,1.37,1.1,3.2,0.7,1.9,0.2,0.2,0.3,-0.2,0.2,0.8,0.5,10.7,8.7,0.8,6.9,1.6,2.2,1,2,-0.5,2.4,-0.3,-0.1,2,0.6,29.8,19.8,1.1,0.7,1.9,1.9,1.6,1,2,2,-0.5,-0.3,-0.1,-0.1,0.7,0.9,0.63,1.8,2,5.2,5.5,-0.3,5.3,2.9,3,23.67,3,80,210,3,24,Y
2016,NYK,Carmelo Anthony,31,7,238,19.3,0.494,0.258,0.341,3.9,19.4,11.4,20.1,1.3,1.3,8.4,29.6,0.5,0.2,0.7,0.146,1.8,-0.6,1.2,0.2,0.103,0.043,27.1,-3.37,1681,7,0.275,0.508,29296,0.512,2.51,-0.62,0.09,-0.55,0.64,1.98,0.71,1.4,-0.18,-0.77,1.2,3.2,0.9,2.3,0.5,0.3,1.8,-0.1,0.3,2.8,2,0.9,2.5,-0.3,-1.1,2.5,2.2,1.8,3,-1.3,2.4,-0.9,-0.7,3.8,0.7,34,21.6,1.2,0.9,2.3,2.3,2.5,1.8,3,3,-1.3,-0.9,-0.7,-0.7,-1.5,-0.6,0.42,0.6,1.4,6.1,8.1,-1.9,3.7,3.3,3,31.68,12,80,240,3,32,N
2016,DEN,Danilo Gallinari,27,7,238,17.5,0.545,0.273,0.523,4.5,10.5,7.5,8.3,0.8,2.1,6.1,20.8,0.6,0.1,0.7,0.142,1.8,-1.1,0.7,0.2,0.121,0.021,19.5,-1.94,1681,7,0.275,0.518,28781,0.512,-1.33,-0.82,-0.01,2.4,0.64,0.88,0.71,0.62,-1.55,-0.15,0.7,3.2,0.5,1.9,-0.2,0.3,2.1,-0.3,0.3,2.2,1.6,-1.7,-0.1,-0.4,-3,1.8,2.2,1.3,2.5,-1.1,2.4,-0.8,-0.6,2.9,0.7,34,21.6,0.7,0.5,1.9,1.9,1.8,1.3,2.5,2.5,-1.1,-0.8,-0.6,-0.6,-1.3,-0.6,0.42,0.6,1.1,5.2,6.7,-1.5,3.1,3.5,3,27.48,6,82,225,4,28,N
2016,ORL,Elfrid Payton,21,8,238,12.1,0.46,0.176,0.162,4.2,7.4,5.9,30.1,2.3,1.1,20.9,18.3,0,0.2,0.3,0.051,-1.9,0.3,-1.6,0,0.005,0.046,14.5,-2.11,1994,8,0.275,0.514,34110,0.52,3.05,0.53,0.15,-4.99,0.41,-0.99,0.6,-0.59,0.55,-0.62,-1.6,3.2,-1,0.2,1.4,0.3,-2.8,0.3,0.2,-0.7,-0.4,-2.5,0.7,-0.7,2,-1.4,2.2,-0.8,0.2,-0.2,2.4,-0.1,0.1,-1.2,0.6,29.8,19.8,-1.6,-1,0.2,0.2,-1.4,-0.8,0.2,0.2,-0.2,-0.1,0.1,0.1,-1.7,-1.6,0.27,0.1,0.1,0.6,0.5,0.2,0.3,1.1,1,21.94,1,76,185,1,22,N
2016,MEM,Marc Gasol,31,8,238,14.2,0.491,0.011,0.456,4.3,19.6,11.4,19.8,0,2.2,12.9,23.3,0.1,0.1,0.2,0.036,-1.9,-0.7,-2.6,0,0.018,0.018,20.3,-8.69,1920,8,0.275,0.483,33675,0.482,2.45,-1.77,0.06,-1.7,0.41,-0.61,0.62,-0.38,-0.57,-1.97,-2.6,3.2,-1.6,-0.4,0.5,0.3,-0.6,-0.6,0.2,-0.2,-0.1,-5.9,1.9,-1.8,-4.3,-2,2.2,-1.3,-0.2,-0.5,2.4,-0.3,-0.1,-1.5,0.6,29.8,19.8,-2.6,-1.6,-0.4,-0.4,-2,-1.3,-0.2,-0.2,-0.5,-0.3,-0.1,-0.1,-2.6,-2.6,0.13,-0.1,-0.1,-1,-0.6,-0.4,-0.2,4.7,5,31.01,7,85,255,5,31,Y
2016,PHI,Jahlil Okafor,20,7,237,16.9,0.518,0,0.314,7.6,14.7,11,8.2,0.4,2.8,12.4,28.2,0.1,0,0.1,0.026,-1.4,-2.7,-4.2,-0.1,0.023,0.003,24.7,-12.3,1680,7,0.275,0.498,28092,0.492,-0.43,-0.95,-0.1,-1.35,0.63,-2.1,0.71,-1.48,-4.58,-2.04,-4.1,3.2,-2.9,-1.5,0.4,0.2,-0.9,-0.5,0.3,-0.4,-0.3,-8.1,-2.2,-1.5,-5.5,-2,2.2,-1.4,-0.2,-2.2,2.4,-1.5,-1.3,0.2,0.7,33.9,21.5,-4.1,-2.9,-1.5,-1.5,-2,-1.4,-0.2,-0.2,-2.2,-1.5,-1.3,-1.3,-2.8,-3.2,0.04,0,-0.1,-4.1,-0.5,-3.6,-0.2,4.8,5,20.13,0,83,275,5,20,N
2016,MEM,Courtney Lee,30,8,236,11.8,0.479,0.368,0.289,2.6,7.9,5,8.6,2.4,0.4,5.5,17.2,0.2,0.1,0.2,0.051,-0.2,-1.1,-1.3,0,0.036,0.015,16.3,-8.69,1920,8,0.275,0.483,33675,0.484,-2.13,0.28,-0.05,2.14,0.39,0.69,0.62,0.42,-0.57,-1.97,-1.3,3.2,-0.8,0.4,-0.6,0.3,1.3,0.3,0.2,1.4,0.9,-5.9,1.9,-1.8,-4.3,-0.4,2.2,-0.2,0.8,-0.9,2.4,-0.6,-0.4,0.5,0.6,29.5,19.7,-1.3,-0.8,0.4,0.4,-0.4,-0.2,0.8,0.8,-0.9,-0.6,-0.4,-0.4,-2.6,-2.2,0.19,0,0.1,1.2,2.2,-1,0.4,1.9,2,30.33,7,77,200,2,30,Y
2016,GSW,Klay Thompson,25,8,235,15.1,0.569,0.398,0.111,0.5,13.6,7.4,12.7,1.2,1.8,14.4,23.4,0.3,0.4,0.7,0.133,-0.3,0.3,0,0.1,0.056,0.077,20,14.55,1921,8,0.275,0.571,33493,0.572,-0.97,-0.48,0.03,-0.3,0.38,-1.36,0.61,-0.83,10.63,1.37,0,3.2,0,1.2,-0.9,0.3,0.2,-0.2,0.2,-0.4,-0.2,10.7,8.7,0.8,6.9,0.4,2.2,0.3,1.3,-0.4,2.4,-0.3,-0.1,0.9,0.6,29.4,19.6,0,0,1.2,1.2,0.4,0.3,1.3,1.3,-0.4,-0.3,-0.1,-0.1,0.7,0.5,0.58,1.4,1.2,3.3,3.5,-0.2,3.1,2.5,2,25.98,4,79,205,2,26,Y
2016,BRK,Joe Johnson,34,7,234,10.4,0.414,0.291,0.228,4.1,13.7,8.6,17.9,1.1,0.4,8.4,18,0,0,0,0.004,-1.9,-2,-3.9,-0.1,0.002,0.002,16.5,-17.28,1681,7,0.275,0.49,28651,0.502,1.42,-1.35,-0.08,-1.61,0.59,-0.95,0.7,-0.66,-5.95,-2.96,-3.9,3.2,-2.7,-1.3,0.5,0.2,-1,-0.1,0.3,-0.2,-0.1,-6.9,-3.3,-1,-6.1,-1.2,2.2,-0.8,0.3,-2.7,2.4,-1.9,-1.7,1.5,0.7,33.4,21.3,-3.9,-2.7,-1.3,-1.3,-1.2,-0.8,0.3,0.3,-2.7,-1.9,-1.7,-1.7,-3.5,-3.7,0,0,0,-3.6,0.9,-4.5,0,2.9,3,34.59,14,79,240,3,35,N
2016,SAS,Kawhi Leonard,24,7,232,25.2,0.592,0.195,0.146,3.7,20.1,12.7,6,3,3.2,8.4,27.3,0.6,0.6,1.2,0.248,1.9,2.6,4.5,0.4,0.124,0.124,25,8.35,1678,7,0.275,0.556,28515,0.547,-2.27,2.53,-0.05,1.46,0.57,2.28,0.69,1.58,-0.89,2.18,4.5,3.2,3.1,4.5,-1.2,0.3,2,0.4,0.3,1.8,1.2,2.5,-1.4,0.9,8.4,2.7,2.2,1.8,3,1.8,2.4,1.3,1.5,0.8,0.7,33.1,21.1,4.5,3.1,4.5,4.5,2.7,1.8,3,3,1.8,1.3,1.5,1.5,0.1,1.5,0.73,2.6,4.7,12.1,8.1,3.9,12.7,3.5,3,24.59,4,79,230,3,25,Y
2016,BRK,Brook Lopez,27,7,232,23.5,0.598,0.02,0.416,7.9,19.7,13.4,9.9,0,4.4,12.5,26.1,0.7,0.1,0.7,0.155,1.4,-1.6,-0.2,0.1,0.14,0.015,22.8,-17.28,1681,7,0.275,0.49,28651,0.466,0.32,-0.6,0.14,2.5,0.57,2.78,0.69,1.92,-5.95,-2.96,-0.2,3.2,-0.1,1.3,0.4,0.4,2.7,-0.7,0.3,3.1,2.1,-6.9,-3.3,-1,-6.1,2.1,2.2,1.4,2.6,-2.3,2.4,-1.6,-1.4,4.4,0.7,33.1,21.1,-0.2,-0.1,1.3,1.3,2.1,1.4,2.6,2.6,-2.3,-1.6,-1.4,-1.4,-3.6,-2.5,0.15,-0.1,0.3,3.4,7.1,-3.7,0.7,5,5,27.84,7,84,275,5,28,N
2016,MIL,Greg Monroe,25,7,231,25.5,0.585,0,0.351,10.7,19.8,15.3,18.5,2.5,2.7,10.7,23.9,0.8,0.2,1,0.211,3.5,0.4,4,0.3,0.168,0.043,21.3,-11.22,1680,7,0.275,0.538,28833,0.529,4.49,1.63,0.13,0.2,0.56,6.88,0.69,4.73,1.18,-2.93,4,3.2,2.7,4.1,2.2,0.3,1.2,0.2,0.3,4.3,3,2.3,2.6,0,-5.8,4.4,2.2,3,4.2,-0.4,2.4,-0.3,-0.1,4.8,0.7,33,21,4,2.7,4.1,4.1,4.4,3,4.2,4.2,-0.4,-0.3,-0.1,-0.1,-2.7,-0.6,0.43,0.6,2.5,11,11.2,-0.2,6.9,4.7,5,25.66,5,83,265,5,26,N
2016,CLE,Kevin Love,27,7,231,20.3,0.518,0.439,0.168,11.6,28.8,20.5,13,0.4,2,11.5,24.9,0.4,0.4,0.9,0.18,2.2,1,3.1,0.3,0.09,0.09,22,6.5,1680,7,0.275,0.54,29331,0.544,2.87,-1.38,0,-0.34,0.56,1.71,0.69,1.18,0.62,1.44,3.1,3.2,2.2,3.5,1.4,0.3,0.7,-0.5,0.3,2.1,1.5,4.7,4.7,0.2,5.2,2.3,2.2,1.6,2.8,0.8,2.4,0.6,0.8,1.5,0.7,33,21,3.1,2.2,3.5,3.5,2.3,1.6,2.8,2.8,0.8,0.6,0.8,0.8,-0.2,0.9,0.64,1.9,3.3,9.6,7.5,2.1,8.9,4.8,4,27.4,7,82,251,5,27,Y
2016,DET,Reggie Jackson,25,7,229,22.7,0.535,0.214,0.305,1.7,12.8,6.9,32.9,2,0.7,16.3,32.9,0.5,0.3,0.8,0.168,4.7,0.7,5.4,0.4,0.105,0.063,27.5,7.59,1704,7,0.275,0.5,29418,0.49,3.2,-0.06,0.42,-0.6,0.54,3.07,0.67,2.07,-2.74,2.37,5.4,3.3,3.7,5,0.7,0.5,2.7,0.2,0.3,4.3,2.9,-0.9,1.2,-0.5,3.9,3.9,2.2,2.6,3.7,1.6,2.4,1.1,1.3,2.3,0.7,32.7,20.8,5.4,3.7,5,5,3.9,2.6,3.7,3.7,1.6,1.1,1.3,1.3,-0.1,1.7,0.73,2.7,5.4,13.5,10.1,3.4,14.6,1.2,1,25.8,4,75,208,1,26,Y
2016,NOP,Anthony Davis,22,6,229,23.8,0.56,0.13,0.565,5.3,23.1,13.5,10.5,1.7,5.9,11.2,28.2,0.5,0.1,0.5,0.115,1.6,0.7,2.3,0.3,0.099,0.016,25,-6.74,1440,6,0.275,0.521,25175,0.509,-0.23,2.33,0.02,0.5,0.79,3.4,0.8,2.7,-2.66,-1.09,2.3,3.3,1.8,3.4,-0.4,0.3,1.4,-0.2,0.4,1.5,1.2,-0.9,1.1,-0.4,-10.8,1.1,2.2,0.8,2.2,1.3,2.4,1,1.2,-0.2,0.8,38.2,22.9,2.3,1.8,3.4,3.4,1.1,0.8,2.2,2.2,1.3,1,1.2,1.2,-1.7,-0.4,0.45,0.7,1.9,9.3,5.9,3.3,5.2,4.5,4,22.89,3,82,253,4,23,N
2016,LAC,DeAndre Jordan,27,7,224,20.2,0.649,0,1,10,31.9,21.7,5.3,0.4,8.6,16.7,13,0.4,0.5,0.9,0.199,-0.9,5,4.1,0.3,0.089,0.11,10.8,2.33,1680,7,0.275,0.555,29427,0.547,-1.85,2.13,0,2.58,0.48,3.34,0.67,2.23,-1.18,0.8,4.1,3.3,2.8,4.1,-0.7,0.3,-0.4,-0.8,0.3,-1.3,-0.9,3.5,1.3,0.6,0.6,-0.7,2.2,-0.5,0.6,4.9,2.4,3.2,3.4,-5.6,0.7,32,20.4,4.1,2.8,4.1,4.1,-0.7,-0.5,0.6,0.6,4.9,3.2,3.4,3.4,-0.9,0.7,0.61,1.7,3.7,11,1.7,9.3,10.1,5,5,27.53,7,83,265,5,28,Y
2016,MIA,Chris Bosh,31,7,223,23.1,0.546,0.351,0.298,3.1,29.5,16.9,8.4,1.8,2.1,1.8,22.5,0.6,0.5,1.2,0.253,2.9,2.3,5.2,0.4,0.137,0.116,22.1,9.85,1680,7,0.275,0.541,29009,0.54,-1.45,0.43,-0.04,2.7,0.47,2.16,0.66,1.43,-3.69,3.1,5.3,3.3,3.5,4.8,-1.6,0.3,3.1,0,0.2,2.1,1.4,0.5,-2,0.5,6.2,2.6,2.2,1.7,2.8,2.7,2.4,1.8,2,-0.1,0.7,31.9,20.3,5.3,3.5,4.8,4.8,2.6,1.7,2.8,2.8,2.7,1.8,2,2,0.2,1.8,0.73,2.8,5.3,13,7.7,5.4,14.2,4.6,4,31.86,12,83,235,5,32,Y
2016,SAC,Marco Belinelli,29,8,223,12.3,0.522,0.494,0.333,0.9,5.7,3.2,16.2,1.1,0,10.6,19.1,0.3,-0.1,0.3,0.058,1.1,-3.9,-2.8,0,0.072,-0.014,17.1,-7.21,1919,8,0.275,0.514,32834,0.512,-1.54,-1.56,0.15,1.17,0.26,-1.67,0.58,-0.97,-2.91,-1.15,-2.8,3.3,-1.6,-0.5,-0.6,0.4,1.7,-0.1,0.1,1.5,0.9,-1.6,0.7,-0.5,-5.9,1,2.2,0.6,1.6,-3.8,2.4,-2.2,-2,4.8,0.6,27.9,18.6,-2.8,-1.6,-0.5,-0.5,1,0.6,1.6,1.6,-3.8,-2.2,-2,-2,-2.7,-2.7,0.11,-0.1,-0.1,-1.3,4.2,-5.5,-0.3,1.7,2,29.86,8,77,210,2,30,N
2016,GSW,Andre Iguodala,32,8,222,15.8,0.534,0.364,0.164,5,13.1,9.2,18.8,3,0.6,10.6,12.4,0.5,0.4,0.9,0.198,1.5,3.1,4.6,0.4,0.11,0.088,11.1,14.55,1921,8,0.275,0.571,33493,0.574,2.16,1.14,0.05,-0.34,0.25,3.21,0.58,1.85,10.63,1.37,4.6,3.3,2.6,3.8,0.9,0.3,-0.4,0.5,0.1,1.4,0.8,10.7,8.7,0.8,6.9,2.2,2.2,1.3,2.3,2.4,2.4,1.4,1.5,-0.1,0.6,27.8,18.5,4.6,2.6,3.8,3.8,2.2,1.3,2.3,2.3,2.4,1.4,1.5,1.5,0.5,1.8,0.73,2.7,4.8,10.3,6.1,4.1,12.9,2.2,2,32.01,11,78,207,2,32,Y
2016,MIL,Giannis Antetokounmpo,21,6,222,20.2,0.661,0.147,0.387,4.2,18.5,11.5,10.9,1.6,1.8,15.4,21.2,0.6,0.1,0.7,0.158,1.8,-1.6,0.3,0.1,0.133,0.025,17.9,-11.22,1680,7,0.275,0.538,28833,0.519,-0.18,0.02,0.22,2.66,0.71,3.21,0.66,2.12,1.18,-2.93,0.3,3.3,0.2,1.5,-0.3,0.5,2.1,0,0.4,2.7,1.8,2.3,2.6,0,-5.8,2.7,2.2,1.8,2.9,-2.4,2.4,-1.6,-1.4,5.1,0.7,37,22.2,0.3,0.2,1.5,1.8,2.7,1.8,2.9,3.4,-2.4,-1.6,-1.4,-1.6,-2.5,-1.6,0.28,0.1,0.6,4.1,7.8,-3.7,1.7,4,3,21.16,2,83,222,4,21,N
2016,CLE,Mo Williams,33,7,218,17.3,0.546,0.393,0.135,0.5,9.1,4.9,27.3,1.2,0.4,10.4,21.4,0.5,0.3,0.8,0.176,2.8,-1.2,1.6,0.2,0.11,0.066,19.2,6.5,1680,7,0.275,0.54,29331,0.539,1.07,-1.22,0.3,-0.09,0.41,0.17,0.65,0.11,0.62,1.44,1.6,3.3,1,2.3,0,0.5,2.2,-0.1,0.2,2.8,1.8,4.7,4.7,0.2,5.2,3,2.2,1.9,3,-1.4,2.4,-0.9,-0.7,4.4,0.6,31.1,19.8,1.6,1,2.3,2.3,3,1.9,3,3,-1.4,-0.9,-0.7,-0.7,-0.4,0.2,0.54,1.2,1.9,6.3,8.2,-1.9,5.3,1,1,33.12,12,73,198,1,33,Y
2016,ATL,Kyle Korver,34,7,218,12.8,0.624,0.5,0.036,0,12.4,6.4,13.4,1.4,0.4,9.5,12.8,0.4,0.1,0.5,0.111,1.1,-0.9,0.2,0.1,0.089,0.022,11.6,3.76,2160,9,0.275,0.561,37214,0.556,-1.16,-0.97,0.22,2.78,0.41,1.06,0.51,0.53,8.75,-0.85,0.2,3.3,0.1,1.1,-1,0.5,1.8,0,0.2,1.4,0.7,4,5.5,-0.2,0.1,1.3,2.2,0.7,1.5,-1.1,2.4,-0.5,-0.4,2.4,0.5,31.1,19.8,0.2,0.1,1.1,1.4,1.3,0.7,1.5,1.9,-1.1,-0.5,-0.4,-0.5,-0.8,-0.5,0.44,0.7,1,3,4.1,-1.1,2.6,2.4,2,34.88,12,79,212,2,35,Y
2016,BRK,Thaddeus Young,27,7,217,16.1,0.502,0.057,0.068,10.9,18.8,14.6,10,1.6,1.6,13.4,21.4,0.1,0.1,0.2,0.041,-1.1,-0.9,-2,0,0.021,0.021,18.5,-17.28,1681,7,0.275,0.49,28651,0.489,1.22,-0.08,-0.08,-0.56,0.4,0.98,0.65,0.63,-5.95,-2.96,-2,3.3,-1.3,0,1.3,0.2,-1,0,0.2,0.6,0.4,-6.9,-3.3,-1,-6.1,-0.4,2.2,-0.3,0.8,-1.6,2.4,-1,-0.8,1.2,0.6,31,19.7,-2,-1.3,0,0,-0.4,-0.3,0.8,0.8,-1.6,-1,-0.8,-0.8,-3.9,-3.3,0.03,0,0,0,2.3,-2.2,0,3.5,4,27.61,8,80,221,4,28,N
2016,NOP,Eric Gordon,27,6,217,13.7,0.546,0.522,0.2,1.4,8.8,4.8,13.9,1.1,0.4,10.9,21.6,0.2,-0.2,0.1,0.014,2.7,-3.8,-1.1,0.1,0.051,-0.037,19.2,-6.74,1440,6,0.275,0.521,25175,0.516,-1.24,-1.35,0.16,1.93,0.65,-0.01,0.75,-0.01,-2.66,-1.09,-1.1,3.3,-0.8,0.7,-0.6,0.4,2.5,-0.1,0.3,2.6,1.9,-0.9,1.1,-0.4,-10.8,2.1,2.2,1.6,2.9,-3.2,2.4,-2.4,-2.2,5.4,0.8,36.2,21.7,-1.1,-0.8,0.7,0.7,2.1,1.6,2.9,2.9,-3.2,-2.4,-2.2,-2.2,-1.9,-1.7,0.27,0.1,0.2,1.8,7.8,-6,0.6,1.8,2,27.1,7,76,215,2,27,N
2016,MIL,Jerryd Bayless,27,7,216,11.9,0.535,0.492,0.254,1.1,7.9,4.6,20.3,1.4,1.1,16.7,17.7,0.2,0,0.2,0.033,-0.4,-3.5,-3.9,-0.1,0.039,-0.006,14.7,-11.22,1680,7,0.275,0.538,28833,0.539,-0.06,-0.6,0.19,-0.74,0.39,-1.01,0.64,-0.65,1.18,-2.93,-3.9,3.3,-2.5,-1.2,-0.2,0.4,0,-0.1,0.2,0.4,0.2,2.3,2.6,0,-5.8,0.4,2.2,0.3,1.4,-4.3,2.4,-2.8,-2.6,4.7,0.6,30.9,19.6,-3.9,-2.5,-1.2,-1.2,0.4,0.3,1.4,1.4,-4.3,-2.8,-2.6,-2.6,-3,-3.3,0.03,0,-0.1,-3.4,3.6,-7,-0.1,1.3,2,27.45,7,75,200,1,28,N
2016,TOR,DeMarre Carroll,29,6,214,9.1,0.439,0.355,0.25,5.3,9.7,7.5,7.8,1.9,0.4,11.5,19.2,-0.1,0.2,0.2,0.038,-1.1,0.6,-0.5,0.1,-0.015,0.053,17,4.54,1679,7,0.275,0.523,28571,0.535,-1.29,-0.35,-0.25,-1.23,0.61,-2.26,0.64,-1.44,-3.26,1.74,-0.5,3.3,-0.3,0.9,0,0.1,-2,0.2,0.3,-1.5,-0.9,0.2,-0.8,0.2,3.9,-1.3,2.2,-0.8,0.3,0.8,2.4,0.5,0.7,-2,0.6,35.7,21.4,-0.5,-0.3,0.9,1.1,-1.3,-0.8,0.3,0.3,0.8,0.5,0.7,0.8,-0.4,-0.4,0.45,0.7,0.7,2.6,0.7,1.8,1.8,2.9,3,29.52,6,80,212,3,30,Y
2016,POR,Mason Plumlee,25,8,214,17.2,0.578,0,0.571,8.7,22.4,15.7,15,2.1,2.5,22.2,18.4,0.2,0.3,0.5,0.113,0.2,2.4,2.7,0.3,0.045,0.068,14.3,2.08,1921,8,0.275,0.552,32831,0.55,2.78,1.02,0.02,-1.97,0.17,2,0.56,1.12,-0.87,0.67,2.7,3.3,1.5,2.6,1.2,0.3,-2.5,0.1,0.1,-0.9,-0.5,3.5,1.8,0.5,-2.4,-0.4,2.2,-0.2,0.7,3.1,2.4,1.7,1.9,-3.5,0.6,26.8,17.8,2.7,1.5,2.6,2.6,-0.4,-0.2,0.7,0.7,3.1,1.7,1.9,1.9,-1.5,-0.2,0.48,0.9,2.3,7,2,5.1,6.1,4.5,5,25.91,2,83,245,5,26,Y
