,G,3PAr,FTr,TOV_pct_,OWS,DBPM,OWS_p_48,DWS_p_48,Year_3PAr,Reb_p_Vers,Defense,Val_p_Shot,_pct_Min,RAW_Contrib,Tm_Sum,Reb_p_Vers_1,Defense_1,MPG,Tm_Sum_1,Tm_Adj_1,Tm_DRtg,OStdErr,Dcontrib_1,Production,ProddashGm,True_Salary,Adjusted_Production,Yrs_Experience,Playoffs
4351,73,0.285,0.27399999999999997,17.4,1.8,-1.8,0.068,0.040999999999999995,0.076,0.25,-0.36,0.4,0.33,-0.65,-1.72,-0.4,0.1,-0.6,0.5,-0.2,0.9,1.5,-0.6,1600000.0,1700000.0,1300000.0,1500000.0,12.0,1
4352,60,0.0,0.39399999999999996,13.6,0.2,-0.7,0.009000000000000001,0.064,0.076,-4.08,0.06,-0.21,0.33,-1.32,2.27,-1.3,-0.3,-0.4,2.6,-0.8,0.1,1.5,-0.3,-3100000.0,-4600000.0,700000.0,300000.0,2.0,1
4353,81,0.015,0.19899999999999998,16.3,1.0,-2.2,0.036000000000000004,0.027999999999999997,0.076,-0.33,-0.41,0.06,0.33,-1.28,8.03,-0.6,0.1,-0.7,5.6,-0.2,-1.1,1.5,-0.8,-3100000.0,-3200000.0,900000.0,700000.0,0.0,1
4354,72,0.047,0.213,10.5,0.7,-1.7,0.026000000000000002,0.026000000000000002,0.076,-1.98,-1.09,-0.11,0.33,-1.59,-1.1,-0.8,-0.1,-0.6,1.3,0.5,0.0,1.5,-0.6,-1800000.0,-2100000.0,600000.0,0.0,10.0,1
4355,50,0.14,0.142,15.5,-1.6,0.0,-0.06,0.049,0.076,1.54,1.43,0.1,0.32,-0.26,-3.15,0.3,0.5,-0.2,-1.4,-1.5,-0.2,1.5,0.0,900000.0,900000.0,1100000.0,1000000.0,0.0,0
4356,72,0.0,0.488,8.1,3.0,-2.6,0.11800000000000001,0.011000000000000001,0.076,-0.75,-1.27,-0.08,0.31,-0.26,-6.32,1.2,-0.3,-0.7,-1.0,-0.4,-5.7,1.5,-0.9,1600000.0,1700000.0,700000.0,1300000.0,0.0,0
4357,53,0.012,0.8,13.9,2.8,1.2,0.114,0.069,0.076,-1.45,0.35,0.07,0.3,0.4,1.74,-0.3,-0.1,-0.4,3.5,-0.7,1.6,1.5,0.4,5500000.0,7900000.0,6200000.0,8900000.0,8.0,1
4358,79,0.01,0.128,10.8,0.6,2.8,0.025,0.087,0.076,-2.09,0.65,-0.29,0.3,-0.4,0.68,-0.4,-0.5,-0.8,2.6,0.1,4.0,1.5,0.9,3700000.0,3800000.0,3000000.0,4500000.0,11.0,1
4359,31,0.024,0.4,16.3,1.0,0.4,0.043,0.064,0.076,3.32,0.47,0.24,0.28,0.32,3.62,1.1,0.3,0.4,0.9,-0.3,3.9,1.6,0.1,5100000.0,12000000.0,12400000.0,11600000.0,1.0,1
4360,81,0.027999999999999997,0.375,17.8,0.5,0.2,0.022000000000000002,0.07,0.076,-2.39,1.93,-0.18,0.28,-0.75,-3.34,0.2,0.0,-0.9,0.3,0.7,-1.9,1.6,0.1,1400000.0,1400000.0,900000.0,1300000.0,0.0,0
4361,49,0.17,0.31,17.0,0.1,0.2,0.005,0.055999999999999994,0.076,0.45,-0.41,0.01,0.28,-0.53,3.62,-0.1,0.1,-0.3,0.9,-0.3,3.9,1.6,0.0,1400000.0,1600000.0,2400000.0,1400000.0,1.0,1
4363,28,0.092,0.381,12.3,1.8,1.0,0.078,0.06,0.076,1.72,1.72,0.16,0.28,1.28,-1.38,0.6,0.4,0.5,-2.5,-0.4,1.1,1.6,0.3,8700000.0,23500000.0,16200000.0,21000000.0,3.0,0
4365,54,0.083,0.179,27.7,0.3,-1.4,0.013000000000000001,0.034,0.076,1.77,-0.46,0.21,0.28,-1.43,-1.1,0.4,0.1,-0.5,1.3,0.5,0.0,1.6,-0.5,-1700000.0,-3100000.0,700000.0,-300000.0,7.0,1
4366,79,0.006999999999999999,0.34299999999999997,9.5,1.6,-1.4,0.071,0.04,0.076,-3.85,-0.69,-0.19,0.27,-0.88,-3.34,-0.4,-0.2,-0.9,0.3,0.7,-1.9,1.6,-0.4,700000.0,700000.0,700000.0,800000.0,2.0,0
4367,77,0.004,0.478,15.7,1.7,1.1,0.077,0.054000000000000006,0.076,-0.28,0.22,-0.01,0.28,0.07,-1.1,0.6,-0.1,-0.8,1.3,0.5,0.0,1.6,0.3,5000000.0,5200000.0,3600000.0,7100000.0,4.0,1
4368,71,0.003,0.365,18.1,0.1,0.4,0.005,0.055,0.076,0.3,-0.93,0.02,0.27,-0.68,1.74,-0.4,-0.1,-0.8,3.5,-0.7,1.6,1.6,0.1,400000.0,300000.0,700000.0,600000.0,2.0,1
4369,71,0.124,0.479,14.3,-0.2,-1.5,-0.01,0.044000000000000004,0.076,0.06,0.52,0.05,0.27,-0.6,2.96,-0.2,0.3,-0.8,3.1,-1.5,-0.2,1.6,-0.4,-1200000.0,-1500000.0,1000000.0,900000.0,2.0,0
4370,63,0.547,0.1,8.0,2.2,-3.4,0.099,0.018000000000000002,0.076,-2.44,-1.02,0.22,0.27,-0.38,8.03,-1.2,-0.1,-0.7,5.6,-0.2,-1.1,1.6,-1.0,600000.0,500000.0,1000000.0,700000.0,7.0,1
4371,48,0.076,0.14300000000000002,15.5,-0.1,-1.4,-0.006999999999999999,0.017,0.076,-1.84,0.09,-0.12,0.26,-1.04,-3.01,-0.8,0.2,-0.4,0.3,1.1,-4.2,1.6,-0.4,-500000.0,-1500000.0,800000.0,0.0,11.0,0
4373,51,0.054000000000000006,0.337,16.1,0.6,0.0,0.027000000000000003,0.055999999999999994,0.076,3.26,1.7,0.17,0.26,0.02,1.27,1.1,0.6,-0.5,2.0,-0.2,-0.3,1.6,0.0,3200000.0,4600000.0,3000000.0,4400000.0,1.0,1
4374,74,0.0,0.563,15.9,1.1,3.5,0.053,0.091,0.076,-3.81,2.36,-0.13,0.26,0.04,-0.34,-1.0,-0.6,-0.9,1.7,0.8,1.9,1.6,1.0,5400000.0,5900000.0,5200000.0,9500000.0,1.0,1
4375,46,0.005,0.264,12.4,-0.5,0.1,-0.024,0.052000000000000005,0.076,-1.6,0.05,-0.2,0.25,-0.74,-3.15,-0.5,-0.4,-0.4,-1.4,-1.5,-0.2,1.6,0.1,-1500000.0,-3400000.0,800000.0,600000.0,8.0,0
4376,55,0.0,0.336,15.9,0.2,-0.2,0.011000000000000001,0.044000000000000004,0.076,-0.49,-1.0,-0.13,0.25,-0.63,2.81,0.4,-0.1,-0.6,3.8,-1.2,1.1,1.6,-0.1,-300000.0,-1000000.0,700000.0,300000.0,0.0,1
4377,71,0.06,0.355,11.2,1.2,-1.0,0.057999999999999996,0.034,0.076,0.08,-0.81,-0.03,0.25,-0.68,-1.1,0.1,-0.1,-0.9,1.3,0.5,0.0,1.6,-0.3,1300000.0,1300000.0,1000000.0,1300000.0,2.0,1
4378,73,0.017,0.32,10.1,1.7,0.0,0.084,0.05,0.076,2.22,0.38,0.14,0.25,0.29,0.99,0.7,0.2,-0.9,2.4,-0.7,-1.5,1.6,0.0,3600000.0,3900000.0,1600000.0,4000000.0,5.0,0
4379,54,0.008,0.622,22.5,0.4,0.9,0.019,0.049,0.076,-4.23,0.67,-0.05,0.25,-0.32,-3.01,-1.7,0.0,-0.6,0.3,1.1,-4.2,1.6,0.3,2600000.0,3400000.0,2000000.0,3000000.0,4.0,0
4380,72,0.28600000000000003,0.207,11.2,1.9,-2.5,0.095,0.036000000000000004,0.076,0.26,0.18,0.28,0.25,-0.59,1.07,-0.2,0.3,-0.9,2.6,0.7,-0.8,1.6,-0.6,1500000.0,1500000.0,1100000.0,1400000.0,1.0,1
4382,61,0.10099999999999999,0.212,10.0,-0.6,-0.6,-0.027999999999999997,0.06,0.076,-2.32,0.18,-0.23,0.25,-1.19,1.54,-1.0,0.2,-0.7,0.3,-0.9,4.8,1.6,-0.2,-2100000.0,-3100000.0,900000.0,800000.0,9.0,1
4383,77,0.17300000000000001,0.375,16.2,1.8,-1.7,0.08900000000000001,0.05,0.076,0.62,-1.4,0.22,0.24,-0.46,0.68,0.4,-0.2,-0.9,2.6,0.1,4.0,1.6,-0.5,2600000.0,2700000.0,1900000.0,3100000.0,0.0,1
4384,67,0.016,0.38799999999999996,19.0,-0.4,2.4,-0.019,0.081,0.076,3.5,0.84,-0.12,0.24,0.11,1.74,1.9,0.3,-0.8,3.5,-0.7,1.6,1.6,0.6,3600000.0,4200000.0,2400000.0,4800000.0,1.0,1
4385,63,0.004,0.409,17.4,0.6,0.7,0.03,0.045,0.076,-1.65,0.49,0.03,0.24,-0.15,-5.33,-0.3,0.0,-0.8,-0.3,-1.3,-1.3,1.6,0.2,1800000.0,2000000.0,700000.0,1500000.0,2.0,0
4386,49,0.299,0.18899999999999997,21.2,-0.2,-0.9,-0.01,0.062,0.076,1.97,0.11,0.26,0.24,-0.84,1.54,0.3,0.3,-0.6,0.3,-0.9,4.8,1.6,-0.3,-600000.0,-1700000.0,700000.0,0.0,13.0,1
4387,72,0.12,0.423,13.4,1.0,-0.9,0.052000000000000005,0.022000000000000002,0.076,-0.21,0.3,-0.03,0.24,-0.33,-3.01,0.2,0.1,-0.9,0.3,1.1,-4.2,1.6,-0.2,2400000.0,2600000.0,1200000.0,2400000.0,0.0,0
4389,33,0.006,0.414,11.3,1.3,-1.6,0.066,0.035,0.076,0.64,-0.66,0.02,0.23,-0.03,-0.17,0.5,-0.4,-0.1,1.9,-1.1,-1.7,1.6,-0.4,1800000.0,3100000.0,2500000.0,2300000.0,5.0,0
4390,66,0.07200000000000001,0.184,15.7,-0.6,0.5,-0.031,0.068,0.076,-0.39,0.09,-0.15,0.23,-0.84,1.54,-0.3,0.2,-0.9,0.3,-0.9,4.8,1.6,0.1,-600000.0,-1000000.0,700000.0,500000.0,1.0,1
4391,60,0.243,0.168,15.2,0.1,0.3,0.006,0.049,0.076,-1.62,0.36,0.01,0.23,-0.57,1.74,-1.0,0.3,-0.8,3.5,-0.7,1.6,1.6,0.1,500000.0,300000.0,700000.0,700000.0,2.0,1
4392,48,0.027999999999999997,0.228,10.6,-0.4,-0.8,-0.02,0.05,0.076,-1.85,-0.01,-0.25,0.22,-0.93,2.81,-0.4,0.2,-0.6,3.8,-1.2,1.1,1.6,-0.2,-1800000.0,-3900000.0,800000.0,600000.0,1.0,1
4394,72,0.035,0.375,22.2,0.0,0.7,0.001,0.071,0.076,-3.51,-0.44,-0.22,0.22,-0.78,3.62,-0.9,-0.2,-1.0,0.9,-0.3,3.9,1.6,0.2,-400000.0,-500000.0,700000.0,500000.0,16.0,1
4397,28,0.091,0.207,19.8,-0.3,-0.4,-0.017,0.038,0.076,1.42,-0.54,0.1,0.22,-0.49,-1.38,0.0,0.0,0.0,-2.5,-0.4,1.1,1.6,-0.1,400000.0,-800000.0,2000000.0,100000.0,2.0,0
4398,30,0.165,0.361,16.2,0.2,0.0,0.01,0.066,0.076,0.59,0.22,0.17,0.22,-0.28,1.54,-0.3,0.3,-0.1,0.3,-0.9,4.8,1.6,0.0,1800000.0,3100000.0,3900000.0,2500000.0,1.0,1
4400,34,0.008,0.311,17.9,-0.5,1.6,-0.027999999999999997,0.049,0.076,0.31,0.37,-0.16,0.22,-0.22,-0.17,0.2,-0.4,-0.2,1.9,-1.1,-1.7,1.6,0.4,900000.0,800000.0,1300000.0,900000.0,0.0,0
4402,59,0.01,0.34,15.8,0.9,0.1,0.053,0.053,0.076,-2.1,0.05,-0.05,0.21,-0.21,0.99,-0.1,-0.4,-0.9,2.4,-0.7,-1.5,1.6,0.0,1100000.0,1200000.0,700000.0,1100000.0,4.0,0
4403,60,0.017,0.321,15.8,0.2,0.3,0.01,0.063,0.076,-0.95,-0.47,-0.17,0.21,-0.64,-1.72,-0.1,-0.2,-0.9,0.5,-0.2,0.9,1.6,0.1,400000.0,200000.0,600000.0,700000.0,4.0,1
4405,44,0.016,0.41100000000000003,15.6,1.1,-0.5,0.067,0.025,0.076,-0.67,-0.32,-0.02,0.2,-0.28,-3.01,-0.2,-0.4,-0.6,0.3,1.1,-4.2,1.6,-0.1,2200000.0,3200000.0,1900000.0,2800000.0,5.0,0
4406,25,0.0,0.34600000000000003,13.6,1.1,-0.5,0.066,0.040999999999999995,0.076,-2.81,-0.64,0.02,0.2,-0.09,-3.15,-0.8,-0.3,0.1,-1.4,-1.5,-0.2,1.7,-0.1,1300000.0,1800000.0,2100000.0,1400000.0,6.0,0
4407,77,0.0,0.491,18.9,0.6,-0.3,0.038,0.069,0.076,-3.39,-0.56,-0.08,0.19,-0.95,-3.52,-1.3,-0.3,-1.1,-0.6,0.7,2.4,1.7,-0.1,100000.0,0.0,700000.0,600000.0,1.0,1
4408,31,0.044000000000000004,0.409,16.1,1.9,-0.4,0.121,0.051,0.076,1.08,0.77,0.45,0.19,0.18,1.27,-0.2,0.4,-0.3,2.0,-0.2,-0.3,1.7,0.0,3400000.0,7300000.0,5100000.0,7200000.0,11.0,1
4410,66,0.004,0.773,19.2,0.6,-1.2,0.04,0.047,0.076,0.31,0.43,0.07,0.19,-0.21,2.96,0.9,0.2,-1.0,3.1,-1.5,-0.2,1.7,-0.3,400000.0,300000.0,900000.0,900000.0,0.0,0
4411,59,0.024,0.48200000000000004,13.4,1.0,1.1,0.064,0.064,0.076,-1.63,0.54,-0.07,0.18,-0.14,-0.34,-0.3,0.2,-1.0,1.7,0.8,1.9,1.7,0.2,3400000.0,4300000.0,3200000.0,6200000.0,0.0,1
4413,32,0.10300000000000001,0.182,9.7,-0.1,-0.5,-0.004,0.035,0.076,-0.26,-0.05,-0.07,0.18,-0.18,-5.33,0.2,0.1,-0.4,-0.3,-1.3,-1.3,1.7,-0.1,1300000.0,1900000.0,1000000.0,1400000.0,1.0,0
4414,30,0.0,0.198,16.9,-1.2,2.4,-0.08,0.086,0.076,-0.28,1.98,-0.18,0.18,-0.41,1.74,-0.5,-0.2,-0.3,3.5,-0.7,1.6,1.7,0.5,800000.0,400000.0,1700000.0,700000.0,8.0,1
4416,37,0.0,0.379,16.8,-1.2,1.2,-0.084,0.071,0.076,-1.65,0.84,-0.46,0.17,-0.77,2.81,0.5,-0.2,-0.6,3.8,-1.2,1.1,1.7,0.2,-1400000.0,-4400000.0,900000.0,900000.0,2.0,1
4419,48,0.008,0.128,21.0,-0.2,2.5,-0.013999999999999999,0.064,0.076,-2.08,0.93,-0.26,0.17,-0.26,2.81,-0.3,-0.4,-0.9,3.8,-1.2,1.1,1.7,0.5,900000.0,800000.0,700000.0,900000.0,12.0,1
4420,33,0.11800000000000001,0.319,16.8,1.1,-3.5,0.078,0.006,0.076,-0.19,-0.77,0.3,0.17,-0.69,-3.01,-0.5,0.0,-0.5,0.3,1.1,-4.2,1.7,-0.6,0.0,-1500000.0,700000.0,0.0,2.0,0
4421,27,0.0,0.691,15.4,-0.6,1.4,-0.040999999999999995,0.066,0.076,-2.39,0.67,-0.3,0.17,-0.28,-3.15,-0.2,-0.1,-0.3,-1.4,-1.5,-0.2,1.7,0.3,300000.0,-1000000.0,700000.0,400000.0,2.0,0
4422,65,0.021,0.402,14.3,0.5,2.2,0.036000000000000004,0.065,0.076,-1.05,0.9,-0.15,0.17,0.03,1.74,0.0,0.4,-1.1,3.5,-0.7,1.6,1.7,0.4,2600000.0,3000000.0,1200000.0,3400000.0,12.0,1
4424,40,0.221,0.183,21.9,-0.2,-1.2,-0.013999999999999999,0.023,0.076,0.14,1.47,0.22,0.16,-0.36,-6.32,-0.3,0.6,-0.8,-1.0,-0.4,-5.7,1.7,-0.2,300000.0,-400000.0,900000.0,900000.0,1.0,0
4426,18,0.066,0.307,12.1,0.7,0.0,0.051,0.051,0.076,1.91,-0.4,0.12,0.16,0.26,0.99,0.0,0.0,0.1,2.4,-0.7,-1.5,1.7,0.0,3000000.0,10100000.0,7200000.0,8200000.0,3.0,0
4427,65,0.098,0.22399999999999998,14.7,0.3,-2.3,0.024,0.031,0.076,2.15,-1.9,0.03,0.16,-0.63,-1.1,1.1,-0.3,-1.1,1.3,0.5,0.0,1.7,-0.4,300000.0,100000.0,700000.0,700000.0,0.0,1
4428,60,0.005,0.462,16.7,0.4,-0.1,0.031,0.063,0.076,-1.38,0.24,-0.22,0.15,-0.51,-0.34,1.1,-0.1,-1.1,1.7,0.8,1.9,1.7,-0.1,1300000.0,1400000.0,900000.0,1300000.0,1.0,1
4429,54,0.474,0.109,10.5,0.4,-0.3,0.035,0.042,0.076,0.48,-0.34,0.15,0.15,0.09,-5.33,-0.2,0.0,-1.0,-0.3,-1.3,-1.3,1.7,0.0,2300000.0,3000000.0,700000.0,2200000.0,5.0,0
4431,56,0.027000000000000003,0.455,20.7,-0.4,0.3,-0.034,0.055999999999999994,0.076,-3.05,-0.06,-0.37,0.15,-0.69,1.07,-0.8,0.0,-1.1,2.6,0.7,-0.8,1.7,0.1,-200000.0,-800000.0,800000.0,700000.0,4.0,1
4432,28,0.079,0.129,17.4,-0.3,0.6,-0.025,0.055999999999999994,0.076,1.06,0.13,0.06,0.15,-0.14,2.96,-0.4,-0.2,-0.5,3.1,-1.5,-0.2,1.7,0.1,700000.0,100000.0,700000.0,600000.0,2.0,0
4434,45,0.015,0.308,13.1,0.2,-1.0,0.015,0.023,0.076,-1.79,-0.58,-0.21,0.15,-0.68,-3.34,-0.3,-0.3,-0.9,0.3,0.7,-1.9,1.8,-0.1,-100000.0,-900000.0,700000.0,600000.0,3.0,0
4436,22,0.08199999999999999,0.20800000000000002,9.3,0.5,-1.9,0.045,0.027000000000000003,0.076,-1.9,-1.04,-0.1,0.14,-0.48,1.27,-0.8,-0.1,-0.3,2.0,-0.2,-0.3,1.8,-0.3,0.0,-2600000.0,1000000.0,-500000.0,9.0,1
4437,58,0.0,0.327,12.5,0.2,0.3,0.013999999999999999,0.07400000000000001,0.076,-3.31,-0.41,-0.3,0.14,-0.64,0.68,-0.7,-0.1,-1.1,2.6,0.1,4.0,1.8,0.0,300000.0,0.0,600000.0,600000.0,1.0,1
4440,30,0.0,0.27399999999999997,11.8,0.0,-0.3,0.001,0.052000000000000005,0.076,-3.33,0.14,-0.27,0.14,-0.56,2.27,-0.9,-0.4,-0.7,2.6,-0.8,0.1,1.8,0.0,-700000.0,-3600000.0,800000.0,600000.0,6.0,1
4442,28,0.033,0.38299999999999995,21.6,-0.4,-0.7,-0.033,0.037000000000000005,0.076,2.43,-0.04,0.22,0.14,-0.33,-3.15,0.7,0.0,-0.6,-1.4,-1.5,-0.2,1.8,-0.1,0.0,-1900000.0,800000.0,800000.0,3.0,0
4444,60,0.053,0.5710000000000001,17.8,0.4,0.4,0.037000000000000005,0.065,0.076,1.97,1.47,0.12,0.13,-0.21,-1.1,0.2,0.6,-1.2,1.3,0.5,0.0,1.8,0.1,1800000.0,2100000.0,800000.0,2200000.0,0.0,1
4445,53,0.27,0.214,22.0,-0.4,0.3,-0.037000000000000005,0.066,0.076,0.62,1.15,-0.03,0.13,-0.43,3.62,0.1,0.5,-1.1,0.9,-0.3,3.9,1.8,0.0,300000.0,-100000.0,700000.0,700000.0,8.0,1
4446,46,0.028999999999999998,0.586,16.2,0.7,-0.1,0.071,0.051,0.076,-0.92,-0.56,-0.05,0.13,-0.09,8.03,0.0,0.0,-1.1,5.6,-0.2,-1.1,1.8,0.0,1200000.0,1400000.0,700000.0,1300000.0,6.0,1
4447,41,0.045,0.489,15.6,0.4,-0.4,0.037000000000000005,0.066,0.076,-1.51,0.2,-0.02,0.12,-0.31,1.54,-0.3,0.2,-1.0,0.3,-0.9,4.8,1.8,-0.1,800000.0,600000.0,600000.0,800000.0,1.0,1
4449,50,0.069,0.44799999999999995,13.8,0.5,0.1,0.05,0.07,0.076,0.44,0.61,0.01,0.12,-0.19,0.68,0.4,0.4,-1.1,2.6,0.1,4.0,1.8,0.0,2000000.0,2600000.0,1400000.0,3100000.0,0.0,1
4453,45,0.134,0.196,6.6,0.6,-1.2,0.065,0.054000000000000006,0.076,-0.52,0.65,-0.09,0.12,-0.06,-1.38,0.4,0.3,-1.1,-2.5,-0.4,1.1,1.8,-0.2,1600000.0,2000000.0,600000.0,1500000.0,2.0,0
4455,16,0.009000000000000001,0.474,17.1,0.1,3.1,0.013000000000000001,0.066,0.076,0.39,2.31,-0.06,0.11,0.32,-5.33,0.7,0.6,-0.3,-0.3,-1.3,-1.3,1.9,0.4,3100000.0,11800000.0,4700000.0,9800000.0,8.0,0
4462,38,0.133,0.39399999999999996,10.2,0.5,-3.0,0.055999999999999994,0.032,0.076,-1.52,-0.09,-0.08,0.1,-0.43,-3.34,-0.4,0.2,-1.1,0.3,0.7,-1.9,1.9,-0.3,400000.0,-200000.0,800000.0,800000.0,2.0,0
4464,16,0.017,0.28,12.5,-0.3,-0.3,-0.039,0.049,0.076,-1.44,-1.04,-0.3,0.1,-0.45,2.27,-1.0,-0.1,-0.5,2.6,-0.8,0.1,1.9,0.0,-500000.0,-6600000.0,700000.0,200000.0,3.0,1
4468,21,0.015,0.452,4.8,0.9,-2.6,0.127,0.057,0.076,-2.44,1.45,-0.06,0.09,0.0,-3.15,-0.4,0.4,-0.8,-1.4,-1.5,-0.2,2.0,-0.2,1300000.0,2100000.0,600000.0,1300000.0,0.0,0
4469,46,0.373,0.157,15.3,0.7,-1.0,0.10300000000000001,0.061,0.076,1.02,-1.11,0.45,0.09,-0.17,-1.23,0.0,-0.1,-1.3,2.1,-0.2,4.7,2.0,-0.1,1600000.0,2100000.0,800000.0,2300000.0,10.0,1
4475,22,0.027999999999999997,0.40399999999999997,17.9,0.6,-1.0,0.095,0.048,0.076,3.75,1.8,0.61,0.08,0.17,-5.33,1.1,0.7,-1.0,-0.3,-1.3,-1.3,2.0,-0.1,2200000.0,5500000.0,900000.0,4200000.0,1.0,0
4476,41,0.159,0.268,9.4,0.6,-2.1,0.096,0.048,0.076,-0.49,0.63,0.19,0.08,-0.11,-1.72,-0.8,0.3,-1.3,0.5,-0.2,0.9,2.0,-0.1,1300000.0,1700000.0,700000.0,1300000.0,2.0,1
4478,14,0.264,0.24100000000000002,12.7,0.1,-0.5,0.015,0.049,0.076,-2.02,-0.97,-0.1,0.07,-0.22,-0.34,-0.7,-0.1,-0.7,1.7,0.8,1.9,2.1,0.0,1200000.0,2100000.0,2000000.0,1800000.0,8.0,1
4480,16,0.0,0.46299999999999997,10.5,0.1,-1.9,0.023,0.059000000000000004,0.076,-2.04,-0.86,-0.31,0.07,-0.46,-0.34,0.0,-0.2,-0.8,1.7,0.8,1.9,2.1,-0.2,100000.0,-3800000.0,700000.0,-200000.0,2.0,1
4481,7,0.036000000000000004,0.297,10.3,0.4,1.3,0.069,0.069,0.076,5.81,1.68,0.25,0.07,0.37,2.81,2.3,0.3,-0.2,3.8,-1.2,1.1,2.1,0.1,3000000.0,24900000.0,11200000.0,22400000.0,3.0,1
4482,17,0.01,0.35200000000000004,10.3,0.2,-2.1,0.038,0.038,0.076,-3.05,-0.18,-0.25,0.07,-0.36,1.07,-0.9,0.1,-0.9,2.6,0.7,-0.8,2.1,-0.2,200000.0,-2700000.0,700000.0,300000.0,8.0,1
4483,23,0.087,0.298,11.3,0.2,-0.9,0.046,0.046,0.076,-0.72,2.82,0.01,0.06,-0.02,-1.15,-0.6,1.0,-1.1,-0.1,0.4,-4.1,2.1,0.0,1400000.0,2400000.0,600000.0,1600000.0,1.0,0
4485,21,0.0,0.389,19.2,0.1,-1.5,0.013999999999999999,0.033,0.076,0.06,-1.39,-0.03,0.06,-0.26,-3.34,0.3,-0.4,-1.1,0.3,0.7,-1.9,2.1,-0.1,700000.0,-300000.0,800000.0,800000.0,8.0,0
4489,37,0.0,0.5579999999999999,19.8,-0.1,2.1,-0.027999999999999997,0.113,0.076,0.09,-0.09,-0.25,0.05,-0.21,-1.23,0.3,-0.3,-1.4,2.1,-0.2,4.7,2.2,0.1,900000.0,700000.0,800000.0,900000.0,10.0,1
4497,14,0.0,0.71,10.9,0.5,-2.2,0.138,0.021,0.076,-1.19,-2.45,0.15,0.04,-0.07,-1.2,-0.4,-0.4,-1.1,1.2,0.6,-3.5,2.4,-0.1,1100000.0,1600000.0,700000.0,1200000.0,10.0,1
4504,5,0.08800000000000001,0.368,12.0,-0.1,-0.7,-0.022000000000000002,0.051,0.076,-0.48,1.53,-0.19,0.03,-0.09,-1.38,0.4,0.6,-0.8,-2.5,-0.4,1.1,2.5,0.0,800000.0,-1800000.0,700000.0,600000.0,2.0,0
4537,13,0.048,0.11900000000000001,10.2,0.0,-1.1,-0.006999999999999999,0.068,0.076,5.59,-0.29,-0.07,0.02,-0.03,-3.52,3.5,0.0,-1.5,-0.6,0.7,2.4,3.2,0.0,1100000.0,1900000.0,800000.0,1300000.0,1.0,1
4544,10,0.0,0.125,19.2,0.0,2.3,-0.011000000000000001,0.085,0.076,1.28,2.32,-0.12,0.01,-0.02,-1.23,1.3,0.9,-1.5,2.1,-0.2,4.7,3.5,0.0,1100000.0,2000000.0,800000.0,1200000.0,0.0,1
4578,82,0.092,0.4,12.6,9.7,0.0,0.141,0.035,0.08199999999999999,0.13,0.71,0.19,0.84,3.61,1.19,-0.1,0.2,0.8,2.5,0.5,-2.4,1.3,0.0,25400000.0,25400000.0,19700000.0,22100000.0,5.0,1
4579,82,0.009000000000000001,0.552,10.9,9.9,1.3,0.14400000000000002,0.081,0.08199999999999999,2.37,-0.33,0.11,0.84,3.88,-1.93,0.6,-0.1,0.8,0.7,0.0,2.5,1.3,1.2,30400000.0,30400000.0,22400000.0,26500000.0,5.0,1
4580,82,0.162,0.24600000000000002,13.6,7.4,-0.8,0.111,0.037000000000000005,0.08199999999999999,3.06,1.11,0.41,0.81,3.11,1.19,0.7,0.5,0.7,2.5,0.5,-2.4,1.3,-0.6,22900000.0,22900000.0,18500000.0,20500000.0,1.0,1
4581,82,0.008,0.28300000000000003,12.4,2.6,0.8,0.038,0.043,0.08199999999999999,1.65,0.97,0.06,0.8,2.72,4.19,0.4,0.3,0.7,5.2,-1.2,-3.2,1.4,0.8,14000000.0,14000000.0,12900000.0,12700000.0,5.0,0
4582,82,0.095,0.122,10.9,4.5,-1.9,0.069,0.02,0.08199999999999999,2.83,0.04,0.42,0.79,2.09,4.19,0.6,0.2,0.7,5.2,-1.2,-3.2,1.4,-1.5,11100000.0,11100000.0,10800000.0,9700000.0,1.0,0
4583,82,0.009000000000000001,0.392,8.1,3.7,-0.7,0.057,0.021,0.08199999999999999,-2.08,-0.86,-0.11,0.78,0.14,4.19,-0.6,-0.2,0.6,5.2,-1.2,-3.2,1.4,-0.6,2300000.0,2300000.0,4900000.0,1800000.0,1.0,0
4584,80,0.21600000000000003,0.44,12.5,6.5,0.1,0.1,0.051,0.08199999999999999,-1.02,1.13,0.21,0.77,2.76,-0.36,-0.9,0.4,0.7,1.0,-0.2,-0.6,1.4,0.0,20200000.0,20700000.0,17000000.0,19000000.0,2.0,1
4585,81,0.004,0.379,13.2,4.4,2.3,0.068,0.087,0.08199999999999999,1.63,1.41,0.05,0.78,2.77,-2.27,0.0,-0.3,0.6,0.1,-0.2,0.2,1.4,2.1,21700000.0,22000000.0,17600000.0,20300000.0,5.0,1
4586,82,0.172,0.444,20.3,9.4,-0.9,0.145,0.07200000000000001,0.08199999999999999,4.33,2.05,0.9,0.78,2.49,-1.93,1.0,0.8,0.6,0.7,0.0,2.5,1.4,-0.8,23400000.0,23400000.0,19100000.0,21700000.0,6.0,1
4587,82,0.005,0.569,13.7,9.4,4.0,0.146,0.11800000000000001,0.08199999999999999,1.67,2.92,0.13,0.78,5.98,1.08,1.0,-0.2,0.6,0.0,-0.1,4.4,1.4,3.4,37600000.0,37600000.0,26500000.0,35000000.0,1.0,1
